"X1","X2","X3","X4","X5","Y1"
"Muy bajo","Muy bajo","Muy bajo","Alto","Alto","HL2"
"Muy bajo","Muy bajo","Muy bajo","Muy bajo","Alto","HL2"
"Muy bajo","Muy bajo","Muy bajo","Bajo","Alto","HL2"
"Muy bajo","Muy bajo","Muy bajo","Medio","Alto","HL2"
"Muy bajo","Muy bajo","Muy bajo","Alto","Alto","HL2"
"Muy bajo","Bajo","Muy bajo","Muy bajo","Alto","HL2"
"Muy bajo","Bajo","Muy bajo","Bajo","Alto","HL2"
"Muy bajo","Bajo","Muy bajo","Medio","Alto","HL2"
"Muy bajo","Bajo","Muy bajo","Alto","Alto","HL2"
"Muy bajo","Medio","Muy bajo","Muy bajo","Alto","HL2"
"Muy bajo","Medio","Muy bajo","Bajo","Alto","HL2"
"Muy bajo","Medio","Muy bajo","Medio","Alto","HL2"
"Muy bajo","Medio","Muy bajo","Alto","Alto","HL2"
"Muy bajo","Medio","Muy bajo","Muy bajo","Alto","HL2"
"Muy bajo","Medio","Muy bajo","Bajo","Alto","HL2"
"Muy bajo","Medio","Muy bajo","Medio","Alto","HL2"
"Muy bajo","Medio","Muy bajo","Alto","Alto","HL2"
"Muy bajo","Alto","Muy bajo","Muy bajo","Alto","HL2"
"Muy bajo","Alto","Muy bajo","Bajo","Alto","HL2"
"Muy bajo","Alto","Muy bajo","Medio","Alto","HL2"
"Muy bajo","Alto","Muy bajo","Alto","Alto","HL2"
"Muy alto","Bajo","Bajo","Muy bajo","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Bajo","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Medio","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Alto","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Muy bajo","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Bajo","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Medio","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Alto","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Muy bajo","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Bajo","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Medio","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Alto","Muy bajo","HL4"
"Muy alto","Medio","Bajo","Muy bajo","Muy bajo","HL3"
"Muy alto","Medio","Bajo","Bajo","Muy bajo","HL3"
"Muy alto","Medio","Bajo","Medio","Muy bajo","HL3"
"Muy alto","Medio","Bajo","Alto","Muy bajo","HL3"
"Muy alto","Medio","Bajo","Muy bajo","Muy bajo","HL5"
"Muy alto","Medio","Bajo","Bajo","Muy bajo","HL5"
"Muy alto","Medio","Bajo","Medio","Muy bajo","HL5"
"Muy alto","Medio","Bajo","Alto","Muy bajo","HL5"
"Muy alto","Muy alto","Bajo","Muy bajo","Muy bajo","HL5"
"Muy alto","Muy alto","Bajo","Bajo","Muy bajo","HL4"
"Muy alto","Muy alto","Bajo","Medio","Muy bajo","HL5"
"Muy alto","Muy alto","Bajo","Alto","Muy bajo","HL5"
"Muy bajo","Muy bajo","Bajo","Muy bajo","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Bajo","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Medio","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Alto","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Muy bajo","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Bajo","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Medio","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Alto","Muy bajo","HL2"
"Muy bajo","Bajo","Bajo","Muy bajo","Muy bajo","HL2"
"Muy bajo","Bajo","Bajo","Bajo","Muy bajo","HL2"
"Muy bajo","Bajo","Bajo","Medio","Muy bajo","HL2"
"Muy bajo","Bajo","Bajo","Alto","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Muy bajo","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Bajo","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Medio","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Alto","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Muy bajo","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Bajo","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Medio","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Alto","Muy bajo","HL2"
"Muy bajo","Alto","Bajo","Muy bajo","Muy bajo","HL2"
"Muy bajo","Alto","Bajo","Bajo","Muy bajo","HL2"
"Muy bajo","Alto","Bajo","Medio","Muy bajo","HL2"
"Muy bajo","Alto","Bajo","Alto","Muy bajo","HL2"
"Muy alto","Bajo","Bajo","Muy bajo","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Bajo","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Medio","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Alto","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Muy bajo","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Bajo","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Medio","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Alto","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Muy bajo","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Bajo","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Medio","Muy bajo","HL4"
"Muy alto","Bajo","Bajo","Alto","Muy bajo","HL4"
"Muy alto","Medio","Bajo","Muy bajo","Muy bajo","HL3"
"Muy alto","Medio","Bajo","Bajo","Muy bajo","HL3"
"Muy alto","Medio","Bajo","Medio","Muy bajo","HL3"
"Muy alto","Medio","Bajo","Alto","Muy bajo","HL3"
"Muy alto","Medio","Bajo","Muy bajo","Muy bajo","HL5"
"Muy alto","Medio","Bajo","Bajo","Muy bajo","HL5"
"Muy alto","Medio","Bajo","Medio","Muy bajo","HL5"
"Muy alto","Medio","Bajo","Alto","Muy bajo","HL5"
"Muy alto","Muy alto","Bajo","Muy bajo","Muy bajo","HL5"
"Muy alto","Muy alto","Bajo","Bajo","Muy bajo","HL5"
"Muy alto","Muy alto","Bajo","Medio","Muy bajo","HL5"
"Muy alto","Muy alto","Bajo","Alto","Muy bajo","HL5"
"Muy bajo","Muy bajo","Bajo","Muy bajo","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Bajo","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Medio","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Alto","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Muy bajo","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Bajo","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Medio","Muy bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Alto","Muy bajo","HL2"
"Muy bajo","Bajo","Bajo","Muy bajo","Muy bajo","HL2"
"Muy bajo","Bajo","Bajo","Bajo","Muy bajo","HL2"
"Muy bajo","Bajo","Bajo","Medio","Muy bajo","HL2"
"Muy bajo","Bajo","Bajo","Alto","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Muy bajo","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Bajo","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Medio","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Alto","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Muy bajo","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Bajo","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Medio","Muy bajo","HL2"
"Muy bajo","Medio","Bajo","Alto","Muy bajo","HL2"
"Muy bajo","Alto","Bajo","Muy bajo","Muy bajo","HL2"
"Muy bajo","Alto","Bajo","Bajo","Muy bajo","HL2"
"Muy bajo","Alto","Bajo","Medio","Muy bajo","HL2"
"Muy bajo","Alto","Bajo","Alto","Muy bajo","HL2"
"Muy alto","Bajo","Bajo","Muy bajo","Bajo","HL4"
"Muy alto","Bajo","Bajo","Bajo","Bajo","HL4"
"Muy alto","Bajo","Bajo","Medio","Bajo","HL4"
"Muy alto","Bajo","Bajo","Alto","Bajo","HL4"
"Muy alto","Bajo","Bajo","Muy bajo","Bajo","HL4"
"Muy alto","Bajo","Bajo","Bajo","Bajo","HL4"
"Muy alto","Bajo","Bajo","Medio","Bajo","HL4"
"Muy alto","Bajo","Bajo","Alto","Bajo","HL4"
"Muy alto","Bajo","Bajo","Muy bajo","Bajo","HL4"
"Muy alto","Bajo","Bajo","Bajo","Bajo","HL4"
"Muy alto","Bajo","Bajo","Medio","Bajo","HL4"
"Muy alto","Bajo","Bajo","Alto","Bajo","HL4"
"Muy alto","Medio","Bajo","Muy bajo","Bajo","HL3"
"Muy alto","Medio","Bajo","Bajo","Bajo","HL3"
"Muy alto","Medio","Bajo","Medio","Bajo","HL3"
"Muy alto","Medio","Bajo","Alto","Bajo","HL3"
"Muy alto","Medio","Bajo","Muy bajo","Bajo","HL5"
"Muy alto","Medio","Bajo","Bajo","Bajo","HL5"
"Muy alto","Medio","Bajo","Medio","Bajo","HL5"
"Muy alto","Medio","Bajo","Alto","Bajo","HL5"
"Muy alto","Muy alto","Bajo","Muy bajo","Bajo","HL4"
"Muy alto","Muy alto","Bajo","Bajo","Bajo","HL4"
"Muy alto","Muy alto","Bajo","Medio","Bajo","HL4"
"Muy alto","Muy alto","Bajo","Alto","Bajo","HL4"
"Muy bajo","Muy bajo","Bajo","Muy bajo","Bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Bajo","Bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Medio","Bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Alto","Bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Muy bajo","Bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Bajo","Bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Medio","Bajo","HL2"
"Muy bajo","Muy bajo","Bajo","Alto","Bajo","HL2"
"Muy bajo","Bajo","Bajo","Muy bajo","Bajo","HL2"
"Muy bajo","Bajo","Bajo","Bajo","Bajo","HL2"
"Muy bajo","Bajo","Bajo","Medio","Bajo","HL2"
"Muy bajo","Bajo","Bajo","Alto","Bajo","HL2"
"Muy bajo","Medio","Bajo","Muy bajo","Bajo","HL2"
"Muy bajo","Medio","Bajo","Bajo","Bajo","HL2"
"Muy bajo","Medio","Bajo","Medio","Bajo","HL2"
"Muy bajo","Medio","Bajo","Alto","Bajo","HL2"
"Muy bajo","Medio","Bajo","Muy bajo","Bajo","HL2"
"Muy bajo","Medio","Bajo","Bajo","Bajo","HL2"
"Muy bajo","Medio","Bajo","Medio","Bajo","HL2"
"Muy bajo","Medio","Bajo","Alto","Bajo","HL2"
"Muy bajo","Alto","Bajo","Muy bajo","Bajo","HL2"
"Muy bajo","Alto","Bajo","Bajo","Bajo","HL2"
"Muy bajo","Alto","Bajo","Medio","Bajo","HL2"
"Muy bajo","Alto","Bajo","Alto","Bajo","HL2"
"Muy alto","Bajo","Muy bajo","Muy bajo","Moderadamente bajo","HL4"
"Muy alto","Bajo","Muy bajo","Bajo","Moderadamente bajo","HL4"
"Muy alto","Bajo","Muy bajo","Medio","Moderadamente bajo","HL4"
"Muy alto","Bajo","Muy bajo","Alto","Moderadamente bajo","HL4"
"Muy alto","Bajo","Muy bajo","Muy bajo","Moderadamente bajo","HL4"
"Muy alto","Bajo","Muy bajo","Bajo","Moderadamente bajo","HL4"
"Muy alto","Bajo","Muy bajo","Medio","Moderadamente bajo","HL4"
"Muy alto","Bajo","Muy bajo","Alto","Moderadamente bajo","HL4"
"Muy alto","Bajo","Muy bajo","Muy bajo","Moderadamente bajo","HL4"
"Muy alto","Bajo","Muy bajo","Bajo","Moderadamente bajo","HL4"
"Muy alto","Bajo","Muy bajo","Medio","Moderadamente bajo","HL4"
"Muy alto","Bajo","Muy bajo","Alto","Moderadamente bajo","HL4"
"Muy alto","Medio","Muy bajo","Muy bajo","Moderadamente bajo","HL3"
"Muy alto","Medio","Muy bajo","Bajo","Moderadamente bajo","HL3"
"Muy alto","Medio","Muy bajo","Medio","Moderadamente bajo","HL3"
"Muy alto","Medio","Muy bajo","Alto","Moderadamente bajo","HL3"
"Muy alto","Medio","Muy bajo","Muy bajo","Moderadamente bajo","HL5"
"Muy alto","Medio","Muy bajo","Bajo","Moderadamente bajo","HL5"
"Muy alto","Medio","Muy bajo","Medio","Moderadamente bajo","HL5"
"Muy alto","Medio","Muy bajo","Alto","Moderadamente bajo","HL5"
"Muy alto","Muy alto","Muy bajo","Muy bajo","Moderadamente bajo","HL5"
"Muy alto","Muy alto","Muy bajo","Bajo","Moderadamente bajo","HL5"
"Muy alto","Muy alto","Muy bajo","Medio","Moderadamente bajo","HL5"
"Muy alto","Muy alto","Muy bajo","Alto","Moderadamente bajo","HL5"
"Muy bajo","Muy bajo","Muy bajo","Muy bajo","Moderadamente bajo","HL2"
"Muy bajo","Muy bajo","Muy bajo","Bajo","Moderadamente bajo","HL2"
"Muy bajo","Muy bajo","Muy bajo","Medio","Moderadamente bajo","HL2"
"Muy bajo","Muy bajo","Muy bajo","Alto","Moderadamente bajo","HL2"
"Muy bajo","Muy bajo","Muy bajo","Muy bajo","Moderadamente bajo","HL2"
"Muy bajo","Muy bajo","Muy bajo","Bajo","Moderadamente bajo","HL2"
"Muy bajo","Muy bajo","Muy bajo","Medio","Moderadamente bajo","HL2"
"Muy bajo","Muy bajo","Muy bajo","Alto","Moderadamente bajo","HL2"
"Muy bajo","Bajo","Muy bajo","Muy bajo","Moderadamente bajo","HL2"
"Muy bajo","Bajo","Muy bajo","Bajo","Moderadamente bajo","HL2"
"Muy bajo","Bajo","Muy bajo","Medio","Moderadamente bajo","HL2"
"Muy bajo","Bajo","Muy bajo","Alto","Moderadamente bajo","HL2"
"Muy bajo","Medio","Muy bajo","Muy bajo","Moderadamente bajo","HL2"
"Muy bajo","Medio","Muy bajo","Bajo","Moderadamente bajo","HL2"
"Muy bajo","Medio","Muy bajo","Medio","Moderadamente bajo","HL2"
"Muy bajo","Medio","Muy bajo","Alto","Moderadamente bajo","HL2"
"Muy bajo","Medio","Muy bajo","Muy bajo","Moderadamente bajo","HL2"
"Muy bajo","Medio","Muy bajo","Bajo","Moderadamente bajo","HL2"
"Muy bajo","Medio","Muy bajo","Medio","Moderadamente bajo","HL2"
"Muy bajo","Medio","Muy bajo","Alto","Moderadamente bajo","HL2"
"Muy bajo","Alto","Muy bajo","Muy bajo","Moderadamente bajo","HL2"
"Muy bajo","Alto","Muy bajo","Bajo","Moderadamente bajo","HL2"
"Muy bajo","Alto","Muy bajo","Medio","Moderadamente bajo","HL2"
"Muy bajo","Alto","Muy bajo","Alto","Moderadamente bajo","HL2"
"Muy alto","Bajo","Muy bajo","Muy bajo","Moderadamente alto","HL4"
"Muy alto","Bajo","Muy bajo","Bajo","Moderadamente alto","HL4"
"Muy alto","Bajo","Muy bajo","Medio","Moderadamente alto","HL4"
"Muy alto","Bajo","Muy bajo","Alto","Moderadamente alto","HL4"
"Muy alto","Bajo","Muy bajo","Muy bajo","Moderadamente alto","HL4"
"Muy alto","Bajo","Muy bajo","Bajo","Moderadamente alto","HL4"
"Muy alto","Bajo","Muy bajo","Medio","Moderadamente alto","HL4"
"Muy alto","Bajo","Muy bajo","Alto","Moderadamente alto","HL4"
"Muy alto","Bajo","Muy bajo","Muy bajo","Moderadamente alto","HL4"
"Muy alto","Bajo","Muy bajo","Bajo","Moderadamente alto","HL4"
"Muy alto","Bajo","Muy bajo","Medio","Moderadamente alto","HL4"
"Muy alto","Bajo","Muy bajo","Alto","Moderadamente alto","HL4"
"Muy alto","Medio","Muy bajo","Muy bajo","Moderadamente alto","HL4"
"Muy alto","Medio","Muy bajo","Bajo","Moderadamente alto","HL3"
"Muy alto","Medio","Muy bajo","Medio","Moderadamente alto","HL3"
"Muy alto","Medio","Muy bajo","Alto","Moderadamente alto","HL3"
"Muy alto","Medio","Muy bajo","Muy bajo","Moderadamente alto","HL5"
"Muy alto","Medio","Muy bajo","Bajo","Moderadamente alto","HL5"
"Muy alto","Medio","Muy bajo","Medio","Moderadamente alto","HL5"
"Muy alto","Medio","Muy bajo","Alto","Moderadamente alto","HL5"
"Muy alto","Muy alto","Muy bajo","Muy bajo","Moderadamente alto","HL4"
"Muy alto","Muy alto","Muy bajo","Bajo","Moderadamente alto","HL4"
"Muy alto","Muy alto","Muy bajo","Medio","Moderadamente alto","HL4"
"Muy alto","Muy alto","Muy bajo","Alto","Moderadamente alto","HL4"
"Muy bajo","Muy bajo","Muy bajo","Muy bajo","Moderadamente alto","HL2"
"Muy bajo","Muy bajo","Muy bajo","Bajo","Moderadamente alto","HL2"
"Muy bajo","Muy bajo","Muy bajo","Medio","Moderadamente alto","HL2"
"Muy bajo","Muy bajo","Muy bajo","Alto","Moderadamente alto","HL2"
"Muy bajo","Muy bajo","Muy bajo","Muy bajo","Moderadamente alto","HL2"
"Muy bajo","Muy bajo","Muy bajo","Bajo","Moderadamente alto","HL2"
"Muy bajo","Muy bajo","Muy bajo","Medio","Moderadamente alto","HL2"
"Muy bajo","Muy bajo","Muy bajo","Alto","Moderadamente alto","HL2"
"Muy bajo","Bajo","Muy bajo","Muy bajo","Moderadamente alto","HL2"
"Muy bajo","Bajo","Muy bajo","Bajo","Moderadamente alto","HL2"
"Muy bajo","Bajo","Muy bajo","Medio","Moderadamente alto","HL2"
"Muy bajo","Bajo","Muy bajo","Alto","Moderadamente alto","HL2"
"Muy bajo","Medio","Muy bajo","Muy bajo","Moderadamente alto","HL2"
"Muy bajo","Medio","Muy bajo","Bajo","Moderadamente alto","HL2"
"Muy bajo","Medio","Muy bajo","Medio","Moderadamente alto","HL2"
"Muy bajo","Medio","Muy bajo","Alto","Moderadamente alto","HL2"
"Muy bajo","Medio","Muy bajo","Muy bajo","Moderadamente alto","HL2"
"Muy bajo","Medio","Muy bajo","Bajo","Moderadamente alto","HL2"
"Muy bajo","Medio","Muy bajo","Medio","Moderadamente alto","HL2"
"Muy bajo","Medio","Muy bajo","Alto","Moderadamente alto","HL2"
"Muy bajo","Alto","Muy bajo","Muy bajo","Moderadamente alto","HL2"
"Muy bajo","Alto","Muy bajo","Bajo","Moderadamente alto","HL2"
"Muy bajo","Alto","Muy bajo","Medio","Moderadamente alto","HL2"
"Muy bajo","Alto","Muy bajo","Alto","Moderadamente alto","HL2"
